,0
infl,0.9104467446358655
lighting,0.020878556641367882
win_u,0.02081787885408392
nv_area,0.018114272930662364
insu,0.01557524134524425
shgc,0.013702686464188547
cool_air_temp,0.00024239128173381326
cool_cop,0.00022222784685382323
vt,0.0
